id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,room_size,total_baths,total_area,total_porch_area,age
2911,923225260,160,RM,42.0,3964,1,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,Gd,1,SBrkr,1291,1230,0,2521,1.0,0.0,2,1,5,1,TA,Maj1,1,Gd,Attchd,Fin,576.0,TA,TA,Y,728,20,0,0,0,0,None,GdPrv,None,0,6,2006,WD ,151400,252.1,4.0,4039.0,748,33
1699,528112150,20,RL,98.0,11428,1,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1626.0,1626.0,GasA,Ex,1,SBrkr,1634,0,0,1634,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,866.0,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,5,2007,WD ,250000,233.42857142857142,2.0,4126.0,44,1
115,534152100,60,RL,80.0,10421,1,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586.0,980.0,GasA,TA,1,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,496.0,TA,TA,Y,228,66,156,0,0,0,None,MnPrv,Shed,500,3,2010,WD ,196500,244.85714285714286,3.0,3190.0,294,22
1998,902330090,75,RM,75.0,13500,1,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,819.0,819.0,GasA,TA,1,FuseA,1312,1142,0,2454,0.0,0.0,2,0,3,1,TA,Typ,1,Gd,Attchd,Unf,576.0,TA,TA,N,0,148,150,0,0,0,None,MnPrv,None,0,2,2007,WD ,185000,306.75,2.0,3849.0,148,128
589,534129380,20,RL,75.0,9000,1,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,0.0,261.0,1216.0,GasA,TA,1,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,336.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2009,WD ,113000,243.2,2.0,2768.0,0,40
1641,527252070,20,RL,60.0,8089,1,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,0.0,474.0,1419.0,GasA,Ex,1,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,567.0,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,10,2007,New,392000,202.71428571428572,3.0,3405.0,140,0
2821,908103320,90,RL,35.0,9400,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,1,SBrkr,980,0,0,980,0.0,2.0,2,0,4,0,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD ,127500,245.0,3.0,1925.0,0,31
1846,533221060,160,FV,24.0,2117,1,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,417.0,Unf,0.0,339.0,756.0,GasA,Ex,1,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Detchd,Unf,440.0,TA,TA,Y,0,32,0,0,0,0,None,None,None,0,9,2007,WD ,177000,393.25,3.0,2769.0,32,7
1805,528482030,60,FV,85.0,10625,1,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,1,SBrkr,1158,1285,0,2443,0.0,0.0,2,1,4,1,Gd,Min2,1,Gd,BuiltIn,RFn,744.0,TA,TA,Y,193,127,0,0,0,0,None,None,None,0,6,2007,WD ,265000,271.44444444444446,3.0,4345.0,320,3
1853,533244040,60,FV,106.0,8413,1,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901.0,Unf,0.0,319.0,1220.0,GasA,Ex,1,SBrkr,1220,1142,0,2362,1.0,0.0,2,1,3,1,Gd,Typ,2,TA,Attchd,RFn,1105.0,Gd,TA,Y,147,0,36,0,144,0,None,None,None,0,6,2007,WD ,312500,295.25,4.0,4687.0,291,9
1321,902401120,75,RM,75.0,13500,1,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,Gd,1,SBrkr,1521,1254,0,2775,0.0,0.0,3,1,3,1,Gd,Typ,1,Gd,Detchd,Unf,880.0,Gd,TA,Y,105,502,0,0,0,0,None,None,None,0,7,2008,WD ,325000,308.3333333333333,4.0,4892.0,607,115
564,532478020,20,RL,73.48551236749117,15676,1,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,92.0,189.0,2014.0,GasA,Gd,1,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,Gd,Maj1,2,Gd,Attchd,RFn,864.0,TA,TA,Y,462,0,0,255,0,0,None,MnPrv,None,0,4,2009,WD ,275000,335.6666666666667,3.0,4892.0,717,29
1771,528358040,60,RL,82.0,9950,1,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,638.0,1203.0,GasA,Ex,1,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,721.0,TA,TA,Y,224,114,0,0,0,0,None,None,None,0,6,2007,WD ,290000,280.0,3.0,4444.0,338,12
90,532479070,20,RL,39.0,15410,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,859.0,223.0,1208.0,GasA,Ex,1,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,Typ,2,Fa,Attchd,Fin,461.0,TA,TA,Y,296,0,186,0,0,0,None,GdPrv,None,0,4,2010,WD ,169000,213.42857142857142,3.0,3163.0,296,36
2684,903235020,30,RM,50.0,6000,1,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,1,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,205.0,TA,TA,Y,0,0,129,0,0,0,None,None,None,0,6,2006,WD ,89000,154.0,1.0,1437.0,0,85
13,527166040,60,RL,63.0,8402,1,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,789.0,GasA,Gd,1,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,TA,Typ,1,Gd,Attchd,Fin,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,5,2010,WD ,180400,209.28571428571428,3.0,2647.0,75,12
445,528142130,20,RL,85.0,10655,1,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124.0,None,479.0,1603.0,3206.0,GasA,Ex,1,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,880.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD ,284000,232.71428571428572,3.0,5715.0,0,6
1914,535106140,20,RL,70.0,10150,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,1,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,RFn,275.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,COD,114500,182.4,1.0,2099.0,0,49
2811,907410110,20,RL,84.0,10084,1,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,1,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,782.0,TA,TA,Y,144,20,0,0,0,0,None,None,None,0,7,2006,New,212900,221.71428571428572,2.0,3886.0,164,1
850,907194110,20,RL,67.0,16285,1,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413.0,1413.0,GasA,Ex,1,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,605.0,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,6,2009,WD ,187100,238.33333333333334,2.0,3448.0,33,8
1844,533213140,160,FV,34.0,3230,1,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,310.0,729.0,GasA,Gd,1,SBrkr,729,729,0,1458,0.0,0.0,2,1,2,1,TA,Typ,1,Fa,Detchd,Unf,440.0,TA,TA,Y,0,32,0,0,0,0,None,None,None,0,6,2007,WD ,176000,291.6,3.0,2627.0,32,8
2225,909428340,20,RL,73.48551236749117,21579,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,0.0,675.0,1488.0,GasA,Ex,1,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,TA,Typ,2,Gd,Attchd,RFn,552.0,TA,TA,Y,0,0,216,0,0,0,None,None,None,0,9,2007,CWD,215000,212.57142857142858,2.5,3528.0,0,39
1477,907412080,60,RL,64.0,8320,1,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490.0,Unf,0.0,280.0,770.0,GasA,Ex,1,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,520.0,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,9,2008,WD ,185900,263.6666666666667,3.0,2872.0,45,4
399,527405160,20,RL,60.0,6960,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Detchd,Unf,660.0,TA,TA,Y,96,0,0,0,0,0,None,None,Shed,500,11,2009,WD ,120500,172.8,1.0,2388.0,96,39
2431,528231050,60,RL,60.0,21930,1,None,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,732.0,732.0,GasA,Ex,1,SBrkr,734,1104,0,1838,0.0,0.0,2,1,4,1,TA,Typ,1,Gd,BuiltIn,Fin,372.0,TA,TA,Y,100,40,0,0,0,0,None,None,None,0,7,2006,WD ,192140,262.57142857142856,3.0,2942.0,140,1
1605,923277030,20,RL,60.0,6600,1,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,Ex,1,SBrkr,816,0,0,816,0.0,1.0,1,0,3,1,Gd,Typ,1,Ex,Attchd,Unf,264.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,10,2008,WD ,130500,163.2,1.5,1896.0,0,26
897,908225370,50,RL,50.0,8405,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,Wall,TA,0,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,TA,Mod,0,None,Detchd,Unf,240.0,TA,TA,N,92,0,185,0,0,0,None,None,None,0,4,2009,WD ,98000,169.88888888888889,2.0,1769.0,92,64
1426,906412010,20,RL,91.0,11778,1,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,Unf,0.0,186.0,2271.0,GasA,Ex,1,SBrkr,2276,0,0,2276,1.0,0.0,2,0,3,1,Ex,Typ,2,Gd,Attchd,RFn,1348.0,Gd,TA,Y,0,0,70,0,255,0,None,None,None,0,6,2008,WD ,475000,325.14285714285717,3.0,5895.0,255,0
2240,910204090,30,RM,60.0,8967,1,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,961.0,961.0,GasA,Gd,1,Mix,1077,0,0,1077,0.0,0.0,1,0,2,1,TA,Maj2,0,None,Detchd,Unf,338.0,Po,Po,N,0,0,0,0,0,0,None,None,None,0,11,2007,WD ,67000,179.5,1.0,2376.0,0,87
1706,528144050,60,RL,86.0,10562,1,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,Ex,1,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,Ex,Typ,1,Gd,Attchd,Fin,789.0,TA,TA,Y,178,120,0,0,0,0,None,None,None,0,11,2007,New,325624,270.125,3.0,4532.0,298,0
2252,914460110,20,RL,44.0,12864,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1392.0,Unf,0.0,17.0,1409.0,GasA,Ex,1,SBrkr,1409,0,0,1409,1.0,0.0,1,1,1,1,Gd,Typ,1,Gd,Attchd,RFn,576.0,TA,TA,Y,0,144,0,0,145,0,None,None,None,0,7,2007,WD ,245000,352.25,3.0,3394.0,289,5
1136,531375110,20,RL,66.0,13695,1,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,Ex,1,SBrkr,1114,0,0,1114,1.0,0.0,1,1,3,1,Gd,Typ,0,None,Detchd,Unf,576.0,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,6,2008,WD ,159000,185.66666666666666,3.0,2804.0,102,4
1877,534204120,20,RL,79.0,10289,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836.0,Unf,0.0,237.0,1073.0,GasA,TA,1,SBrkr,1073,0,0,1073,1.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,RFn,515.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD ,156000,178.83333333333334,3.0,2661.0,0,42
424,528106020,20,RL,105.0,15431,1,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,1,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2,1,Ex,Typ,2,Gd,Attchd,Fin,672.0,TA,TA,Y,0,72,0,0,170,0,None,None,None,0,4,2009,WD ,555000,240.2,3.0,6168.0,242,1
1182,533251120,20,RL,73.48551236749117,11120,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,1,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,TA,Typ,0,None,Attchd,Unf,516.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,162500,205.33333333333334,2.0,2980.0,0,24
2750,906225180,90,RL,73.0,9069,1,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344.0,GasA,Gd,1,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2,2,Gd,Typ,0,None,Attchd,Unf,920.0,TA,TA,Y,288,0,0,0,0,0,None,None,None,0,4,2006,WD ,224500,180.0,4.0,3704.0,288,13
1016,527276040,20,RL,73.48551236749117,47280,1,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1488.0,1488.0,GasA,Gd,1,SBrkr,1488,0,0,1488,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,738.0,TA,TA,Y,0,0,180,0,0,0,None,None,None,0,7,2008,WD ,133000,248.0,3.0,3714.0,0,58
2436,528250060,60,RL,63.0,7875,1,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,1,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,7,2006,WD ,180000,188.625,3.0,2685.0,75,3
1607,923277080,20,RL,60.0,6600,1,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,Gd,1,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Attchd,Unf,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD ,134500,140.83333333333334,1.0,1954.0,0,26
2337,527216050,60,RL,66.0,13682,1,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,1,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,641.0,TA,TA,Y,192,0,37,0,0,0,None,None,None,0,10,2006,New,438780,294.5,4.0,4996.0,192,0
1233,535105090,80,RL,101.0,9150,1,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,Gd,1,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,TA,Typ,1,Gd,Basment,RFn,296.0,TA,TA,Y,64,110,0,0,0,0,None,None,None,0,12,2008,WD ,165000,238.5,1.5,2826.0,174,46
419,527455240,20,RL,65.0,7150,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432.0,Unf,0.0,460.0,892.0,GasA,TA,1,SBrkr,892,0,0,892,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,288.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD ,100000,178.4,1.0,2072.0,0,42
633,535154060,20,RL,73.48551236749117,12285,1,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,1,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,TA,Typ,2,Gd,Attchd,Unf,441.0,TA,TA,Y,0,0,203,0,0,0,None,None,None,0,8,2009,WD ,176000,265.8,2.0,3099.0,0,49
2722,905200340,20,RL,102.0,17920,1,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,TA,1,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,TA,Typ,1,Gd,Attchd,Unf,454.0,TA,TA,Y,0,418,0,0,312,0,None,None,None,0,7,2006,WD ,170000,296.5,3.0,3996.0,730,51
469,528228290,120,RL,53.0,3684,1,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1373.0,1373.0,GasA,Ex,1,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,660.0,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,6,2009,WD ,174000,222.14285714285714,2.0,3588.0,163,2
1365,903456130,50,RM,62.0,7006,1,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,TA,1,SBrkr,788,448,0,1236,1.0,0.0,2,0,3,1,TA,Typ,1,Gd,Detchd,Unf,384.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2008,WD ,127000,206.0,3.0,2388.0,0,83
1098,528294060,60,RL,77.0,8390,1,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,1,SBrkr,873,778,0,1651,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,450.0,TA,TA,Y,0,103,0,0,0,0,None,None,None,0,5,2008,WD ,185900,235.85714285714286,3.0,2932.0,103,9
